author,author_timezone,commit_message,lines_added,lines_removed,n_commits,n_projects_c,complexity,cognitive_complexity,duplicated_blocks,duplicated_files,duplicated_lines_density,violations,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,open_issues,sqale_debt_ratio,code_smells,bugs,reliability_rating,vulnerabilities,security_rating,files,comment_lines_density,n_measures,n_projects_m,effort,message,blocker,critical,info,major,minor,issue_code_length,n_issues,n_projects_i,clusters,quality_rating
Benjamin Speakmon,0.0,199.45588235294116,46.42647058823529,9.617647058823527,68,1,1974.981132075472,1201.7924528301887,215.377358490566,32.867924528301884,10.458490566037735,725.1886792452831,0.0,73.66037735849056,309.8301886792453,323.0943396226415,18.60377358490566,725.1886792452831,4.033962264150942,687.7358490566037,15.943396226415095,4.0,21.509433962264147,3.0,125.05660377358492,36.16792452830187,53,1,26.84615384615385,2682.0,0.0,2.0,0.0,33.0,17.0,0.0,52.0,1.0,Excellent programming skills,0.956290628447785
Benson Margulies,0.0,160.5,52.83333333333334,2.4,60,2,4325.375,2804.25,222.0,44.0,7.299999999999999,1923.875,4.0,428.0,744.0,678.875,69.0,1923.875,3.5,1881.875,35.0,4.0,7.0,4.0,227.0,29.7,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.956290628447785
Bernd Eckenfels,0.0,187.79157427937915,12.600886917960091,7.086474501108648,451,4,4460.952380952381,2810.9206349206347,63.5,22.349206349206348,2.961111111111105,1279.9444444444443,3.261904761904762,133.8015873015873,802.7936507936508,258.3174603174603,81.76984126984127,1279.9444444444443,2.6738095238095214,1256.0873015873015,10.325396825396826,4.9682539682539675,13.531746031746032,3.9047619047619047,362.46825396825403,20.397619047619052,126,3,18.224489795918366,2603.0,0.0,1.0,0.0,31.0,17.0,0.0,49.0,2.0,Good programming skills,0.8920607525944605
Bertrand Delacretaz,0.0,149.5625680087051,23.149075081610444,42.050054406964094,2757,2,4302.5,2733.333333333333,186.0,41.0,5.8,1916.666666666667,4.0,446.83333333333326,731.8333333333335,665.0,69.0,1916.666666666667,3.65,1871.666666666667,38.0,4.0,7.0,4.0,224.5,30.75,6,1,12.857142857142858,366.0,0.0,2.0,0.0,5.0,0.0,0.0,7.0,1.0,Excellent programming skills,0.956290628447785
Bill Speirs,0.0,218.50632911392404,24.253164556962034,7.341772151898733,79,2,768.5,307.34615384615387,53.730769230769226,15.615384615384615,27.188461538461546,260.4230769230769,0.0,28.384615384615387,150.61538461538458,72.03846153846153,9.384615384615383,260.4230769230769,4.646153846153845,255.5769230769231,4.846153846153847,4.0,0.0,1.0,52.153846153846146,32.15000000000001,26,1,36.833333333333336,296.0,0.0,0.0,0.0,3.0,3.0,0.0,6.0,1.0,Excellent programming skills,0.956290628447785
Bob McWhirter,0.0,309.0731707317073,34.15853658536585,5.835365853658537,164,3,2016.8490566037733,1420.3396226415093,60.26415094339622,49.094339622641506,12.347169811320754,1027.2075471698113,3.7547169811320753,47.9433962264151,510.6981132075471,459.81132075471703,5.0,1027.2075471698113,4.5584905660377375,1016.6792452830188,4.2075471698113205,1.8679245283018868,6.320754716981133,3.9433962264150937,207.9433962264151,26.247169811320767,53,3,15.688524590163937,7564.0,2.0,5.0,0.0,75.0,40.0,0.2540983606557377,122.0,1.0,Good programming skills,0.8920607525944605
Brent Worden,0.0,179.51785714285714,55.339285714285715,24.785714285714285,56,3,8211.181818181818,4751.909090909091,392.77272727272725,89.9090909090909,6.572727272727275,3012.318181818182,33.5,766.3181818181819,1264.5,903.7727272727273,44.22727272727273,3012.318181818182,3.313636363636364,2877.8636363636365,122.95454545454544,4.863636363636363,11.5,4.0,411.2272727272728,30.009090909090904,22,3,14.333333333333336,366.0,0.0,0.0,1.0,5.0,3.0,0.0,9.0,1.0,Excellent programming skills,0.956290628447785
Brett Leslie Porter,0.0,185.0,7.333333333333332,3.333333333333333,3,2,4100.333333333333,2644.333333333333,177.33333333333337,48.66666666666666,10.466666666666667,1693.0,3.0,343.3333333333333,767.6666666666665,563.6666666666666,15.333333333333336,1693.0,3.033333333333333,1665.333333333333,20.666666666666668,2.333333333333333,7.0,4.0,181.66666666666663,23.16666666666667,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.956290628447785
Brett Porter,0.0,167.76649874055417,19.67934508816121,12.643576826196474,3970,7,2378.935599284437,1584.0,121.40608228980322,22.95169946332737,9.816279069767454,1215.3917710196781,1.3237924865831845,78.54561717352416,553.1574239713775,492.520572450805,89.84436493738819,1215.3917710196781,3.631305903398927,1197.7227191413238,9.536672629695886,2.4364937388193204,8.132379248658319,3.273703041144901,257.9928443649374,18.66296958855102,559,7,19.07493368700265,95900.0,2.0,76.0,6.0,684.0,740.0,0.16114058355437666,1508.0,3.0,Excellent programming skills,0.9697124403149269
Brock Noland,0.0,170.87698986975397,25.32706222865413,12.034732272069464,2073,1,103665.38461538461,85216.17482517482,5418.454545454545,744.6083916083916,19.67412587412586,42319.96503496503,257.54545454545456,1904.2797202797206,15784.20979020979,23322.265734265733,1051.6643356643356,42319.96503496503,3.2454545454545487,40741.12587412587,813.3146853146852,5.0,765.5244755244755,4.0,2699.055944055944,9.729370629370603,143,1,29.276240846216435,181553.0,34.0,116.0,2.0,1427.0,879.0,0.051668022782750206,2458.0,1.0,Extremely bad programming skills,0.18193617864282763
Bruno D'Avonzo,0.0,304.4,72.13333333333334,10.2,15,1,1930.833333333333,1666.166666666667,77.66666666666667,42.833333333333336,11.2,1448.0,0.16666666666666666,202.5,750.8333333333335,491.0,3.5,1448.0,4.5,1320.3333333333333,2.0,4.0,125.66666666666669,4.0,154.33333333333334,55.08333333333334,6,1,4.352941176470588,1151.0,0.0,0.0,0.0,3.0,14.0,0.0,17.0,1.0,Excellent programming skills,0.956290628447785
Bruno P. Kinoshita,-12.0,59.58289473684211,13.697368421052632,1.8578947368421053,760,12,6696.555555555556,4152.055555555556,323.1111111111111,78.05555555555556,7.627777777777778,2902.055555555556,33.388888888888886,367.27777777777777,1163.8333333333333,1231.5555555555557,106.0,2902.055555555556,3.4388888888888887,2771.555555555556,89.33333333333331,4.277777777777779,41.16666666666666,3.6666666666666665,392.11111111111114,26.52222222222223,18,8,6.0,197.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,Excellent programming skills,0.9697124403149269
Camille Fournier,0.0,192.4474576271186,20.386440677966107,13.203389830508476,295,1,9459.0,8452.2,313.8,100.0,5.48,4789.2,17.4,518.4,2072.4,2112.6,68.4,4789.2,3.1,4331.6,32.2,5.0,425.4,4.0,448.6,13.2,5,1,20.53846153846154,773.0,0.0,0.0,0.0,3.0,10.0,0.0,13.0,1.0,Good programming skills,0.8920607525944605
Carl Franklin Hall,0.0,246.72307692307686,47.09230769230769,2.3230769230769237,65,1,1069.9,365.2,53.8,12.8,15.450000000000005,312.4,0.0,30.4,187.2,77.8,17.0,312.4,3.99,309.4,3.0,4.0,0.0,1.0,66.2,33.43,10,1,57.714285714285715,313.0,0.0,0.0,0.0,6.0,1.0,0.0,7.0,1.0,Excellent programming skills,0.956290628447785
Carl Steinbach,0.0,266.7732742241925,80.50094996833438,20.916402786573784,1579,1,53802.13218390805,46460.28735632184,2505.022988505747,271.0632183908046,16.075862068965506,22310.379310344822,189.2816091954023,1069.1379310344828,8406.270114942528,12153.172413793103,492.5172413793104,22310.379310344822,3.322988505747123,21370.591954022988,522.6954022988506,5.0,417.0919540229885,4.0,1407.2988505747126,10.445402298850581,174,1,15.095531587057009,43175.0,11.0,41.0,1.0,287.0,309.0,0.02157164869029276,649.0,1.0,Good programming skills,0.8920607525944605
Carlos Sanchez Gonzalez,0.0,146.18095238095242,8.780952380952384,2.5142857142857142,105,1,3584.2745098039222,1713.9803921568628,196.27450980392157,24.27450980392157,8.099999999999998,2106.9803921568628,0.4117647058823529,102.0,779.6274509803923,1054.156862745098,170.7843137254902,2106.9803921568628,3.2745098039215685,2057.0588235294117,34.98039215686274,3.6666666666666665,14.941176470588234,3.7058823529411766,341.078431372549,16.95294117647059,51,1,19.5,296.0,0.0,1.0,0.0,3.0,2.0,0.0,6.0,1.0,Good programming skills,0.8920607525944605
Carsten Ziegeler,0.0,153.69217682820045,26.68312026219009,26.13827524955593,39971,2,4297.0,4985.0,112.0,45.0,7.7,2102.0,26.0,158.0,1060.0,792.0,66.0,2102.0,3.9,2057.0,20.0,5.0,25.0,4.0,210.0,31.6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9697124403149269
Chas Honton,0.0,186.20103092783503,46.44550810014728,45.99337260677467,1358,1,7747.391304347826,5352.695652173913,796.1739130434783,188.65217391304347,35.269565217391296,3934.173913043479,24.91304347826087,179.7826086956522,1713.8695652173913,1862.7826086956518,152.82608695652175,3934.173913043479,5.373913043478263,3764.173913043479,63.52173913043478,4.0,106.47826086956522,4.0,467.7826086956522,23.034782608695664,23,1,11.472222222222221,5265.0,0.0,1.0,7.0,12.0,52.0,0.0,72.0,1.0,Excellent programming skills,0.9697124403149269
Chris Nauroth,0.0,204.37209302325581,13.930232558139535,17.569767441860467,86,1,9708.066666666668,8614.8,313.26666666666665,100.6,4.9,4831.133333333333,18.0,521.8666666666667,2120.866666666667,2099.6666666666665,70.73333333333333,4831.133333333333,3.100000000000001,4354.466666666666,32.2,5.0,444.4666666666666,4.0,468.73333333333335,13.286666666666665,15,1,2.0,165.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,Good programming skills,0.8920607525944605
Christian Grobmeier,0.0,190.1449704142012,19.124260355029584,38.89053254437871,338,3,3238.122807017544,3009.017543859649,69.96491228070175,31.596491228070175,4.449122807017547,1051.7543859649122,38.89473684210526,59.10526315789475,639.3157894736843,305.49122807017545,8.947368421052632,1051.7543859649122,3.601754385964911,1005.9473684210526,30.298245614035093,4.771929824561403,15.508771929824562,4.0,219.3508771929825,17.329824561403505,57,3,30.167475728155342,29336.0,2.0,17.0,4.0,277.0,112.0,0.05825242718446603,412.0,2.0,Good programming skills,0.8920607525944605
Conor MacNeill,0.0,146.24778761061947,14.20353982300885,50.37758112094396,339,1,6550.666666666668,4741.666666666667,854.3333333333335,209.0,59.0,3724.333333333334,32.0,205.33333333333331,1566.666666666667,1857.0,63.33333333333334,3724.333333333334,6.5,3589.0,70.33333333333333,5.0,65.0,4.0,375.66666666666674,33.166666666666664,3,1,41.42857142857143,311.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,1.0,Excellent programming skills,0.9697124403149269
Costin Manolache,0.0,185.0,4.0,4.0,1,1,3668.0,2609.0,116.0,23.0,6.8,1696.0,3.0,261.0,643.0,772.0,17.0,1696.0,3.0,1673.0,17.0,5.0,6.0,4.0,132.0,24.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.956290628447785
Craig R. McClanahan,0.0,461.2191011235955,74.97050561797751,8.230337078651685,712,7,910.746153846154,975.2807692307692,133.7153846153846,23.0,26.868076923076906,951.0,95.58076923076923,231.23846153846156,214.88846153846157,399.05,10.242307692307692,951.0,6.562307692307692,947.0115384615384,1.6807692307692308,1.9807692307692308,2.3076923076923075,1.5730769230769233,47.76153846153846,29.166538461538444,260,7,18.315372424722664,37393.0,12.0,30.0,16.0,275.0,298.0,0.012678288431061807,631.0,4.0,Excellent programming skills,0.9697124403149269
Dain Sundstrom,0.0,290.46153846153845,12.307692307692307,2.269230769230769,26,1,2527.818181818182,1700.4545454545455,188.0,79.72727272727273,80.38181818181819,1505.1818181818182,12.0,180.0909090909091,493.9090909090909,783.8181818181819,35.36363636363637,1505.1818181818182,3.9909090909090903,1449.090909090909,17.90909090909091,5.0,38.18181818181818,4.0,84.0909090909091,23.59090909090909,11,1,24.5,223.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,Excellent programming skills,0.9697124403149269
Daniel Fabulich,0.0,167.2246376811594,8.18840579710145,5.471014492753622,138,1,525.6923076923076,252.4923076923077,43.43076923076922,22.30769230769231,47.97999999999999,232.0769230769231,1.0,30.476923076923075,114.95384615384614,79.64615384615384,6.0,232.0769230769231,4.536923076923074,225.6,6.476923076923077,4.0,0.0,1.0,42.47692307692308,30.93076923076923,65,1,13.285714285714285,775.0,0.0,1.0,0.0,7.0,6.0,0.0,14.0,1.0,Excellent programming skills,0.9697124403149269
Daniel Rall,0.0,311.8333333333333,2.833333333333333,4.333333333333333,6,3,6162.666666666668,3720.0,302.8333333333333,114.33333333333331,16.816666666666666,2544.0,8.333333333333334,398.0,969.6666666666665,1112.6666666666667,55.33333333333334,2544.0,3.8666666666666663,2462.0,56.83333333333334,4.166666666666667,25.16666666666667,3.5,362.66666666666674,29.866666666666664,6,3,20.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Good programming skills,0.8920607525944605
Daniel Savarese,0.0,657.4827586206898,8.54158215010142,9.535496957403653,493,2,2266.414634146341,1892.1341463414635,82.10975609756099,44.6829268292683,10.60487804878049,1528.658536585366,0.8048780487804879,200.98780487804882,792.4634146341464,523.4634146341464,10.939024390243905,1528.658536585366,4.34268292682927,1401.6463414634145,2.207317073170732,4.0,124.8048780487805,4.0,183.21951219512195,47.923170731707344,82,2,14.123893805309734,7213.0,0.0,7.0,2.0,64.0,40.0,0.0,113.0,1.0,Good programming skills,0.8920607525944605
Davanum Srinivas,0.0,215.14754098360652,29.754098360655735,12.295081967213116,61,2,10161.0,6236.0,378.0,128.0,11.8,4138.0,9.0,881.0,1883.0,1331.0,34.0,4138.0,3.3,4063.0,60.0,5.0,15.0,4.0,463.0,29.4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.956290628447785
David Brosius,0.0,158.66493313521545,5.391530460624073,2.8952451708766715,1346,7,6929.786729857819,4980.109004739336,754.4075829383887,203.53554502369667,53.742180094786704,3770.663507109005,37.459715639810426,219.1516587677725,1621.9099526066352,1807.0805687203792,85.06161137440758,3770.663507109005,5.806161137440754,3625.5829383886253,63.7345971563981,4.7488151658767785,81.34597156398105,3.981042654028436,401.6398104265403,24.846445497630253,211,7,13.966292134831463,11521.0,2.0,25.0,1.0,85.0,65.0,0.033707865168539325,178.0,5.0,Excellent programming skills,0.9697124403149269
David Dixon-Peugh,0.0,239.625,60.75,2.25,8,1,6335.0,4607.0,828.3333333333335,202.33333333333331,47.43333333333334,3594.333333333333,34.0,166.0,1517.0,1827.333333333333,50.0,3594.333333333333,6.7,3467.333333333333,70.0,5.0,57.0,4.0,368.0,48.29999999999999,3,1,12.8,814.0,0.0,2.0,0.0,8.0,5.0,0.0,15.0,1.0,Excellent programming skills,0.9697124403149269
David Eric Pugh,0.0,188.6966527196653,60.26569037656904,21.813807531380753,478,3,1129.3727272727272,758.4636363636363,17.727272727272727,3.9909090909090903,2.207272727272728,360.65454545454537,18.509090909090904,36.88181818181818,144.78181818181818,157.76363636363638,2.7181818181818183,360.65454545454537,2.8045454545454533,351.04545454545456,7.209090909090909,4.736363636363637,2.4,3.4909090909090907,62.05454545454546,31.00454545454548,110,3,19.06425702811245,15178.0,6.0,26.0,1.0,106.0,110.0,0.0,249.0,1.0,Excellent programming skills,0.956290628447785
David Graham,0.0,216.56091370558372,30.529187817258887,16.416243654822335,788,3,782.9763513513514,482.9391891891892,112.46283783783785,18.19594594594595,22.857432432432407,371.929054054054,0.5878378378378378,36.7027027027027,173.1756756756757,132.0439189189189,29.41891891891892,371.929054054054,5.414527027027029,357.7466216216216,8.95608108108108,4.0,5.226351351351352,2.6655405405405403,44.49324324324325,28.997297297297305,296,3,19.53409090909091,14624.0,1.0,30.0,18.0,129.0,86.0,0.10227272727272728,264.0,3.0,Excellent programming skills,0.9697124403149269
David Winterfeldt,0.0,212.19847328244273,82.53435114503817,13.893129770992367,131,1,551.1052631578947,578.8947368421052,20.263157894736842,5.7368421052631575,4.873684210526316,242.55263157894737,0.0,32.71052631578947,127.52631578947368,82.3157894736842,0.0,242.55263157894737,4.818421052631579,226.28947368421046,4.684210526315789,3.9210526315789473,11.578947368421053,3.9210526315789473,23.47368421052632,24.55789473684211,38,1,17.264044943820224,11193.0,0.0,22.0,6.0,93.0,57.0,0.12921348314606745,178.0,1.0,Excellent programming skills,0.956290628447785
Dennis Kieselhorst,0.0,195.6875,20.59375,1.96875,32,1,8187.285714285716,3516.285714285714,54.0,21.0,1.7071428571428569,1735.357142857143,1.0,165.0,793.7142857142858,771.2857142857142,4.357142857142857,1735.357142857143,2.0,1712.357142857143,14.0,4.0,9.0,4.0,446.28571428571433,27.82142857142857,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.956290628447785
Dennis Lundberg,0.0,178.51923076923077,14.134615384615385,9.201923076923077,104,17,2984.7941176470586,2189.0735294117653,166.86764705882354,46.86764705882353,31.26029411764707,1452.1911764705883,22.764705882352942,210.91176470588238,587.1029411764706,609.0294117647059,22.382352941176467,1452.1911764705883,4.360294117647058,1412.8382352941173,21.0,3.7647058823529416,18.352941176470583,3.4264705882352944,159.38235294117646,26.398529411764716,68,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9697124403149269
Dhruba Borthakur,0.0,226.36761487964992,69.66739606126914,29.227571115973745,1371,1,12528.705882352939,11759.382352941177,1278.6176470588236,68.14705882352939,21.644117647058817,7906.147058823531,75.1470588235294,317.88235294117646,3278.529411764706,4005.441176470588,229.14705882352942,7906.147058823531,4.994117647058824,7264.735294117647,230.88235294117646,5.0,410.5294117647058,4.0,431.0882352941177,7.373529411764704,34,1,20.245487364620942,37422.0,2.0,41.0,1.0,290.0,220.0,0.016245487364620937,554.0,1.0,Good programming skills,0.8920607525944605
Dion Gillard,0.0,154.53461875547762,26.363935144609997,21.374671340929012,4564,16,3810.336666666666,3191.409166666667,94.1825,38.98,7.635499999999994,1798.4741666666666,21.48333333333333,81.32583333333334,947.4633333333335,730.7816666666665,17.42,1798.4741666666666,5.460916666666599,1735.6816666666666,49.34416666666666,3.93,13.448333333333334,3.925,327.26166666666666,22.003333333333487,1200,16,24.567116759332805,83752.0,7.0,66.0,5.0,800.0,381.0,0.1096108022239873,1259.0,3.0,Excellent programming skills,0.9697124403149269
Dipanjan Laha,0.0,241.28571428571428,77.28571428571429,2.8571428571428568,7,1,10101.0,5627.0,463.0,122.0,6.8,3212.0,15.0,900.0,1520.0,763.0,14.0,3212.0,3.1,3039.0,168.0,5.0,5.0,4.0,492.0,29.4,2,1,35.333333333333336,287.0,0.0,1.0,0.0,2.0,3.0,0.0,6.0,1.0,Excellent programming skills,0.956290628447785
Dirk Verbeeck,0.0,157.41001926782275,5.707514450867054,5.048554913294797,2595,17,2062.051282051282,1294.0032051282049,172.96794871794873,48.653846153846146,45.95224358974362,1092.0416666666667,12.69551282051282,123.08653846153848,393.21153846153845,535.0512820512821,27.996794871794872,1092.0416666666667,4.40128205128204,1051.2147435897436,17.903846153846153,4.285256410256411,22.923076923076927,3.891025641025641,82.54807692307692,22.318910256410266,312,17,18.376288659793815,9851.0,4.0,20.0,4.0,91.0,75.0,0.0,194.0,2.0,Excellent programming skills,0.9697124403149269
Dmitri Plotnikov,0.0,168.5799886941775,47.805539853024314,20.209723007348785,1769,1,5826.017699115044,5842.424778761062,217.96902654867256,20.61946902654867,3.27123893805309,2734.1106194690265,9.070796460176993,75.8274336283186,876.4734513274336,1763.5840707964603,9.154867256637168,2734.1106194690265,4.85575221238938,2651.628318584071,48.743362831858406,4.0,33.738938053097336,4.0,154.60619469026545,12.214601769911498,226,1,14.55663430420712,58547.0,1.0,63.0,7.0,501.0,355.0,0.022653721682847898,927.0,1.0,Good programming skills,0.8920607525944605
Donald J. Brown,0.0,252.12,23.45333333333333,7.986666666666666,75,2,974.217391304348,638.6086956521739,160.0,10.217391304347826,11.5,363.5217391304348,0.0,38.17391304347826,180.08695652173913,130.95652173913044,14.304347826086955,363.5217391304348,4.9260869565217416,343.39130434782606,14.391304347826088,4.0,5.7391304347826075,2.9130434782608696,52.52173913043478,29.40869565217391,23,2,27.8,800.0,0.0,0.0,0.0,8.0,7.0,0.0,15.0,1.0,Excellent programming skills,0.956290628447785
Duncan Jones,0.0,156.0,3.5,2.0,2,1,853.0,530.0,35.0,9.0,5.8,477.0,0.0,46.0,283.0,128.0,20.0,477.0,4.0,474.0,1.0,4.0,2.0,4.0,47.0,21.6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.956290628447785
